Date,Mean GISTEMP,Mean GCAG
2015-10-06,1.06,0.9913
2015-11-06,1.04,0.9655
2015-12-06,1.11,1.1219
2016-01-06,1.17,1.0569
2016-02-06,1.35,1.1921
2016-03-06,1.3,1.2245
2016-04-06,1.09,1.0733
2016-05-06,0.93,0.8738
2016-06-06,0.76,0.9006
2016-07-06,0.83,0.8687
2016-08-06,0.98,0.8998
2016-09-06,0.87,0.8767
2016-10-06,0.89,0.7292
2016-11-06,0.93,0.7504
2016-12-06,0.81,0.7895
