Date,Mean GISTEMP,Mean GCAG
1945-05-06,0.1,0.1761
1945-06-06,0.02,0.1413
1945-07-06,0.07,0.1652
1945-08-06,0.25,0.3546
1945-09-06,0.22,0.2578
1945-10-06,0.22,0.2569
1945-11-06,0.1,0.1955
1945-12-06,-0.1,-0.0475
1946-01-06,0.15,0.2209
1946-02-06,0.06,0.0888
1946-03-06,0.0,0.0005
1946-04-06,0.11,0.1768
1946-05-06,-0.04,-0.0298
1946-06-06,-0.17,-0.1016
1946-07-06,-0.09,-0.0367
1946-08-06,-0.08,-0.0697
1946-09-06,-0.02,-0.0164
1946-10-06,-0.06,-0.0057
1946-11-06,-0.02,-0.0119
1946-12-06,-0.29,-0.2636
1947-01-06,-0.13,-0.1816
1947-02-06,-0.08,-0.0774
1947-03-06,0.05,-0.0079
1947-04-06,0.04,0.0143
1947-05-06,-0.06,-0.019
1947-06-06,0.0,0.0208
1947-07-06,-0.06,-0.0138
1947-08-06,-0.08,-0.0623
1947-09-06,-0.14,-0.1306
1947-10-06,0.06,0.0549
1947-11-06,-0.01,-0.0238
1947-12-06,-0.18,-0.1463
1948-01-06,0.05,0.0535
1948-02-06,-0.13,-0.0906
1948-03-06,-0.23,-0.1841
1948-04-06,-0.09,-0.0646
1948-05-06,0.08,0.1427
1948-06-06,-0.05,-0.015
1948-07-06,-0.13,-0.0622
1948-08-06,-0.1,-0.0282
1948-09-06,-0.1,-0.1032
1948-10-06,-0.07,-0.065
1948-11-06,-0.08,-0.055999999999999994
1948-12-06,-0.23,-0.1121
1949-01-06,0.09,0.1209
1949-02-06,-0.16,-0.1476
1949-03-06,-0.01,-0.0732
1949-04-06,-0.07,0.0076
1949-05-06,-0.09,-0.0063
1949-06-06,-0.22,-0.1486
1949-07-06,-0.13,-0.077
1949-08-06,-0.08,-0.0217
1949-09-06,-0.08,-0.0701
1949-10-06,-0.03,-0.0297
1949-11-06,-0.08,-0.0534
1949-12-06,-0.19,-0.1821
1950-01-06,-0.3,-0.2777
1950-02-06,-0.26,-0.2389
1950-03-06,-0.06,-0.0868
1950-04-06,-0.21,-0.1706
1950-05-06,-0.12,-0.0536
1950-06-06,-0.06,-0.0559
1950-07-06,-0.09,-0.1053
1950-08-06,-0.18,-0.1382
1950-09-06,-0.1,-0.1049
1950-10-06,-0.2,-0.1661
1950-11-06,-0.35,-0.3605
1950-12-06,-0.2,-0.18100000000000002
1951-01-06,-0.35,-0.2903
1951-02-06,-0.44,-0.4101
1951-03-06,-0.19,-0.1689
1951-04-06,-0.1,-0.0877
1951-05-06,-0.02,0.0569
1951-06-06,-0.05,0.0381
1951-07-06,0.0,0.1101
1951-08-06,0.05,0.113
1951-09-06,0.07,0.1322
1951-10-06,0.06,0.1081
1951-11-06,0.0,0.026000000000000002
1951-12-06,0.15,0.2148
1952-01-06,0.16,0.152
1952-02-06,0.12,0.0921
1952-03-06,-0.1,-0.048
1952-04-06,0.02,0.0666
1952-05-06,-0.05,0.034
1952-06-06,-0.04,0.0396
1952-07-06,0.05,0.0735
1952-08-06,0.07,0.0647
1952-09-06,0.08,0.0653
1952-10-06,-0.04,-0.0366
1952-11-06,-0.17,-0.1975
1952-12-06,-0.02,-0.008
1953-01-06,0.09,0.1037
1953-02-06,0.16,0.1534
1953-03-06,0.11,0.1539
1953-04-06,0.2,0.1873
1953-05-06,0.08,0.14400000000000002
1953-06-06,0.08,0.124
1953-07-06,0.02,0.0662
1953-08-06,0.08,0.0812
1953-09-06,0.06,0.0632
1953-10-06,0.05,0.0723
1953-11-06,-0.05,-0.0621
1953-12-06,0.03,0.0555
1954-01-06,-0.28,-0.2352
1954-02-06,-0.1,-0.0865
1954-03-06,-0.12,-0.091
1954-04-06,-0.18,-0.1766
1954-05-06,-0.2,-0.20199999999999999
1954-06-06,-0.16,-0.1161
1954-07-06,-0.16,-0.1229
1954-08-06,-0.13,-0.0913
1954-09-06,-0.07,-0.0595
1954-10-06,-0.01,-0.0694
1954-11-06,0.08,0.039
1954-12-06,-0.18,-0.1859
1955-01-06,0.11,0.0879
1955-02-06,-0.21,-0.1303
1955-03-06,-0.36,-0.3091
1955-04-06,-0.23,-0.2383
1955-05-06,-0.2,-0.1274
1955-06-06,-0.08,-0.0695
1955-07-06,-0.09,-0.0881
1955-08-06,0.04,-0.0262
1955-09-06,-0.13,-0.0923
1955-10-06,-0.05,-0.1232
1955-11-06,-0.28,-0.2373
1955-12-06,-0.32,-0.2706
1956-01-06,-0.17,-0.1773
1956-02-06,-0.25,-0.2732
1956-03-06,-0.23,-0.2003
1956-04-06,-0.26,-0.2846
1956-05-06,-0.28,-0.2275
1956-06-06,-0.15,-0.1437
1956-07-06,-0.12,-0.1346
1956-08-06,-0.25,-0.1866
1956-09-06,-0.22,-0.252
1956-10-06,-0.24,-0.1989
1956-11-06,-0.17,-0.1564
1956-12-06,-0.1,-0.153
1957-01-06,-0.14,-0.1178
1957-02-06,-0.05,-0.1118
1957-03-06,-0.05,-0.068
1957-04-06,-0.04,-0.0193
1957-05-06,0.08,0.1092
1957-06-06,0.16,0.1577
1957-07-06,0.01,0.0596
1957-08-06,0.14,0.1302
1957-09-06,0.06,0.0748
1957-10-06,0.01,0.0143
1957-11-06,0.07,0.1282
1957-12-06,0.16,0.22899999999999998
1958-01-06,0.39,0.2964
1958-02-06,0.24,0.2103
1958-03-06,0.1,0.1181
1958-04-06,0.01,0.114
1958-05-06,0.08,0.1007
1958-06-06,-0.05,0.0624
1958-07-06,0.06,0.0649
1958-08-06,-0.06,0.0528
1958-09-06,-0.03,0.0186
1958-10-06,0.04,0.0405
1958-11-06,0.02,0.0896
1958-12-06,0.01,0.1452
1959-01-06,0.06,0.125
1959-02-06,0.09,0.0682
1959-03-06,0.19,0.2041
1959-04-06,0.16,0.11800000000000001
1959-05-06,0.06,0.0263
1959-06-06,0.02,0.0849
1959-07-06,0.06,0.0671
1959-08-06,-0.01,0.0516
1959-09-06,-0.06,0.09699999999999999
1959-10-06,-0.09,-0.0137
1959-11-06,-0.09,-0.079
1959-12-06,-0.03,-0.0343
1960-01-06,-0.01,0.0032
1960-02-06,0.14,0.1858
1960-03-06,-0.36,-0.2041
1960-04-06,-0.16,-0.0954
1960-05-06,-0.08,-0.0841
1960-06-06,0.01,0.0772
1960-07-06,-0.02,0.0339
1960-08-06,-0.01,0.0461
1960-09-06,0.05,0.0638
1960-10-06,0.07,0.039
1960-11-06,-0.11,-0.0484
1960-12-06,0.18,0.2278
1961-01-06,0.07,0.1188
1961-02-06,0.18,0.1768
1961-03-06,0.09,0.1646
1961-04-06,0.15,0.1335
1961-05-06,0.13,0.1614
1961-06-06,0.12,0.1479
1961-07-06,-0.03,0.035
1961-08-06,0.02,0.032
1961-09-06,0.05,-0.0041
1961-10-06,0.0,-0.035
1961-11-06,0.03,0.016
1961-12-06,-0.15,-0.0171
1962-01-06,0.08,0.1345
1962-02-06,0.14,0.1698
1962-03-06,0.12,0.1197
1962-04-06,0.05,0.0763
1962-05-06,-0.06,0.0589
1962-06-06,0.06,0.0574
1962-07-06,-0.02,0.0905
1962-08-06,-0.02,0.0552
1962-09-06,-0.01,0.0606
1962-10-06,-0.03,0.0796
1962-11-06,0.06,0.0745
1962-12-06,-0.01,0.0881
1963-01-06,-0.03,0.0376
1963-02-06,0.19,0.2566
1963-03-06,-0.13,-0.0216
1963-04-06,-0.05,-0.0041
1963-05-06,-0.09,0.013000000000000001
1963-06-06,0.03,0.0499
1963-07-06,0.08,0.1382
1963-08-06,0.25,0.1579
1963-09-06,0.2,0.1629
1963-10-06,0.15,0.2148
1963-11-06,0.15,0.1947
1963-12-06,0.0,0.0812
1964-01-06,-0.06,0.0488
1964-02-06,-0.12,-0.1048
1964-03-06,-0.22,-0.1421
1964-04-06,-0.3,-0.1847
1964-05-06,-0.25,-0.098
1964-06-06,-0.07,-0.0931
1964-07-06,-0.07,-0.1111
1964-08-06,-0.2,-0.1669
1964-09-06,-0.28,-0.2093
1964-10-06,-0.3,-0.2665
1964-11-06,-0.21,-0.2017
1964-12-06,-0.3,-0.2651
1965-01-06,-0.09,-0.0699
1965-02-06,-0.17,-0.1966
1965-03-06,-0.11,-0.1005
1965-04-06,-0.2,-0.1875
1965-05-06,-0.14,-0.0787
1965-06-06,-0.08,-0.0434
1965-07-06,-0.12,-0.0841
1965-08-06,-0.01,-0.0464
1965-09-06,-0.15,-0.0503
1965-10-06,-0.04,0.0238
1965-11-06,-0.06,-0.09
1965-12-06,-0.05,-0.0124
1966-01-06,-0.16,-0.0458
1966-02-06,0.0,-0.0373
1966-03-06,0.04,-0.0025
1966-04-06,-0.13,-0.0908
1966-05-06,-0.1,-0.0359
1966-06-06,0.02,0.0577
1966-07-06,0.09,0.0667
1966-08-06,-0.1,0.0191
1966-09-06,-0.01,0.0261
1966-10-06,-0.15,-0.0592
1966-11-06,-0.02,-0.0465
1966-12-06,-0.06,-0.1244
1967-01-06,-0.06,-0.1068
1967-02-06,-0.2,-0.1656
1967-03-06,0.03,0.0029
1967-04-06,-0.05,0.0056
1967-05-06,0.14,0.1243
1967-06-06,-0.08,-0.0299
1967-07-06,0.01,-0.0177
1967-08-06,0.02,-0.0055
1967-09-06,-0.04,-0.0317
1967-10-06,0.06,0.1288
1967-11-06,-0.06,-0.0212
1967-12-06,-0.02,-0.04
1968-01-06,-0.23,-0.1865
1968-02-06,-0.15,-0.1266
1968-03-06,0.21,0.1508
1968-04-06,-0.05,-0.0703
1968-05-06,-0.1,-0.0803
1968-06-06,-0.06,-0.0161
1968-07-06,-0.11,-0.0197
1968-08-06,-0.11,-0.0143
1968-09-06,-0.18,-0.0112
1968-10-06,0.12,0.0471
1968-11-06,-0.04,0.0156
1968-12-06,-0.14,-0.0431
1969-01-06,-0.11,-0.1295
1969-02-06,-0.14,-0.1038
1969-03-06,0.0,0.1222
1969-04-06,0.19,0.1935
1969-05-06,0.2,0.1756
1969-06-06,0.05,0.0766
1969-07-06,-0.01,0.0933
1969-08-06,0.03,0.0954
1969-09-06,0.1,0.0843
1969-10-06,0.11,0.0713
1969-11-06,0.12,0.1896
1969-12-06,0.27,0.2468
1970-01-06,0.09,0.1214
1970-02-06,0.22,0.2353
1970-03-06,0.08,0.0317
1970-04-06,0.09,0.131
1970-05-06,-0.05,0.0414
1970-06-06,-0.03,0.0295
1970-07-06,-0.04,-0.0218
1970-08-06,-0.11,-0.0198
1970-09-06,0.11,0.0077
1970-10-06,0.05,-0.0367
1970-11-06,0.01,0.0226
1970-12-06,-0.13,-0.0954
1971-01-06,-0.02,-0.0045
1971-02-06,-0.2,-0.2144
1971-03-06,-0.18,-0.1412
1971-04-06,-0.09,-0.1299
1971-05-06,-0.06,-0.0899
1971-06-06,-0.18,-0.1243
1971-07-06,-0.12,-0.063
1971-08-06,-0.03,-0.0688
1971-09-06,-0.01,-0.0443
1971-10-06,-0.05,-0.0763
1971-11-06,-0.04,0.0363
1971-12-06,-0.08,-0.0198
1972-01-06,-0.24,-0.2415
1972-02-06,-0.17,-0.1624
1972-03-06,0.02,0.0014
1972-04-06,-0.01,0.0357
1972-05-06,-0.03,0.0147
1972-06-06,0.04,0.0765
1972-07-06,0.02,0.0639
1972-08-06,0.18,0.0863
1972-09-06,0.03,0.0207
1972-10-06,0.09,0.0891
1972-11-06,0.03,0.0799
1972-12-06,0.18,0.2529
1973-01-06,0.28,0.259
1973-02-06,0.3,0.3722
1973-03-06,0.26,0.3305
1973-04-06,0.25,0.2502
1973-05-06,0.26,0.2152
1973-06-06,0.16,0.1972
1973-07-06,0.09,0.1163
1973-08-06,0.02,0.0774
1973-09-06,0.06,0.0563
1973-10-06,0.12,0.0446
1973-11-06,0.06,0.022000000000000002
1973-12-06,-0.06,0.0277
1974-01-06,-0.14,-0.1953
1974-02-06,-0.28,-0.2548
1974-03-06,-0.05,-0.0509
1974-04-06,-0.1,-0.042
1974-05-06,-0.01,-0.0246
1974-06-06,-0.05,-0.0375
1974-07-06,-0.03,0.0195
1974-08-06,0.12,0.0131
1974-09-06,-0.12,-0.0428
1974-10-06,-0.07,-0.0831
1974-11-06,-0.07,-0.0671
1974-12-06,-0.09,-0.0976
1975-01-06,0.07,0.1201
1975-02-06,0.07,0.0326
1975-03-06,0.14,0.1096
1975-04-06,0.06,0.0779
1975-05-06,0.16,0.0693
1975-06-06,-0.02,0.0342
1975-07-06,-0.03,0.0055
1975-08-06,-0.2,-0.0671
1975-09-06,-0.03,0.017
1975-10-06,-0.09,-0.1236
1975-11-06,-0.16,-0.145
1975-12-06,-0.17,-0.0895
1976-01-06,0.0,-0.0181
1976-02-06,-0.06,-0.1221
1976-03-06,-0.21,-0.2394
1976-04-06,-0.1,-0.0223
1976-05-06,-0.23,-0.1228
1976-06-06,-0.15,-0.07400000000000001
1976-07-06,-0.12,-0.0846
1976-08-06,-0.18,-0.0894
1976-09-06,-0.09,-0.0426
1976-10-06,-0.26,-0.1821
1976-11-06,-0.06,-0.0432
1976-12-06,0.09,0.0906
1977-01-06,0.18,0.0639
1977-02-06,0.2,0.2384
1977-03-06,0.25,0.3109
1977-04-06,0.27,0.282
1977-05-06,0.3,0.2368
1977-06-06,0.25,0.2474
1977-07-06,0.23,0.1737
1977-08-06,0.19,0.1418
1977-09-06,0.02,0.1867
1977-10-06,0.04,0.1189
1977-11-06,0.2,0.2603
1977-12-06,0.05,0.1124
1978-01-06,0.08,0.1606
1978-02-06,0.14,0.1306
1978-03-06,0.21,0.2228
1978-04-06,0.15,0.1324
1978-05-06,0.07,0.0596
1978-06-06,-0.03,0.0532
1978-07-06,0.07,0.0699
1978-08-06,-0.18,0.0033
1978-09-06,0.05,0.0748
1978-10-06,0.0,0.0646
1978-11-06,0.16,0.2245
1978-12-06,0.11,0.1512
1979-01-06,0.14,0.1602
1979-02-06,-0.09,0.0922
1979-03-06,0.19,0.243
1979-04-06,0.13,0.1112
1979-05-06,0.06,0.1569
1979-06-06,0.14,0.2183
1979-07-06,0.03,0.1746
1979-08-06,0.14,0.2263
1979-09-06,0.27,0.2519
1979-10-06,0.26,0.2945
1979-11-06,0.29,0.2953
1979-12-06,0.47,0.5032
1980-01-06,0.3,0.308
1980-02-06,0.42,0.3506
1980-03-06,0.29,0.2389
1980-04-06,0.32,0.3082
1980-05-06,0.34,0.316
1980-06-06,0.16,0.2474
1980-07-06,0.28,0.2172
1980-08-06,0.24,0.1957
1980-09-06,0.21,0.2008
1980-10-06,0.2,0.1821
1980-11-06,0.3,0.3319
1980-12-06,0.21,0.2674
1981-01-06,0.56,0.4656
1981-02-06,0.41,0.3629
1981-03-06,0.48,0.4083
1981-04-06,0.32,0.3579
1981-05-06,0.25,0.262
1981-06-06,0.31,0.2853
1981-07-06,0.35,0.2268
1981-08-06,0.35,0.2428
1981-09-06,0.17,0.18600000000000003
1981-10-06,0.13,0.1687
1981-11-06,0.21,0.2119
1981-12-06,0.4,0.42
1982-01-06,0.09,0.1342
1982-02-06,0.14,0.1593
1982-03-06,-0.01,0.0833
1982-04-06,0.1,0.2054
1982-05-06,0.16,0.1923
1982-06-06,0.05,0.1231
1982-07-06,0.13,0.1436
1982-08-06,0.08,0.1406
1982-09-06,0.15,0.233
1982-10-06,0.13,0.1771
1982-11-06,0.14,0.151
1982-12-06,0.43,0.4355
1983-01-06,0.52,0.5169
1983-02-06,0.4,0.4834
1983-03-06,0.42,0.4256
1983-04-06,0.3,0.2918
1983-05-06,0.35,0.2881
1983-06-06,0.18,0.2629
1983-07-06,0.15,0.2663
1983-08-06,0.3,0.3228
1983-09-06,0.38,0.3175
1983-10-06,0.15,0.2113
1983-11-06,0.3,0.4313
1983-12-06,0.17,0.2748
1984-01-06,0.3,0.2831
1984-02-06,0.17,0.1753
1984-03-06,0.29,0.272
1984-04-06,0.08,0.1503
1984-05-06,0.33,0.2834
1984-06-06,0.04,0.1306
1984-07-06,0.16,0.1193
1984-08-06,0.15,0.1687
1984-09-06,0.2,0.1431
1984-10-06,0.15,0.1187
1984-11-06,0.04,0.0365
1984-12-06,-0.06,-0.0926
1985-01-06,0.21,0.1783
1985-02-06,-0.06,0.0176
1985-03-06,0.17,0.1875
1985-04-06,0.11,0.1488
1985-05-06,0.17,0.1959
1985-06-06,0.17,0.129
1985-07-06,0.0,0.0779
1985-08-06,0.15,0.1287
1985-09-06,0.14,0.10099999999999999
1985-10-06,0.11,0.1303
1985-11-06,0.09,0.1181
1985-12-06,0.15,0.1978
1986-01-06,0.3,0.3249
1986-02-06,0.39,0.2788
1986-03-06,0.29,0.2966
1986-04-06,0.26,0.2613
1986-05-06,0.26,0.2507
1986-06-06,0.12,0.2534
1986-07-06,0.13,0.1686
1986-08-06,0.12,0.1698
1986-09-06,0.02,0.1716
1986-10-06,0.14,0.2066
1986-11-06,0.11,0.1548
1986-12-06,0.16,0.2179
1987-01-06,0.36,0.3115
1987-02-06,0.46,0.5028
1987-03-06,0.17,0.2541
1987-04-06,0.24,0.3009
1987-05-06,0.26,0.3339
1987-06-06,0.36,0.3013
1987-07-06,0.46,0.4182
1987-08-06,0.28,0.3832
1987-09-06,0.39,0.4321
1987-10-06,0.32,0.3347
1987-11-06,0.25,0.3306
1987-12-06,0.47,0.5316
1988-01-06,0.57,0.5487
1988-02-06,0.42,0.3901
1988-03-06,0.49,0.4828
1988-04-06,0.45,0.4426
1988-05-06,0.44,0.3811
1988-06-06,0.42,0.3865
1988-07-06,0.35,0.3431
1988-08-06,0.46,0.3199
1988-09-06,0.42,0.3211
1988-10-06,0.4,0.3009
1988-11-06,0.13,0.2291
1988-12-06,0.34,0.3626
1989-01-06,0.16,0.2157
1989-02-06,0.35,0.3072
1989-03-06,0.36,0.336
1989-04-06,0.33,0.2891
1989-05-06,0.17,0.2779
1989-06-06,0.15,0.2727
1989-07-06,0.34,0.3016
1989-08-06,0.36,0.3021
1989-09-06,0.37,0.3019
1989-10-06,0.32,0.3044
1989-11-06,0.21,0.2541
1989-12-06,0.37,0.4013
1990-01-06,0.41,0.3613
1990-02-06,0.41,0.4072
1990-03-06,0.76,0.7328
1990-04-06,0.55,0.4907
1990-05-06,0.46,0.4274
1990-06-06,0.38,0.4114
1990-07-06,0.44,0.3453
1990-08-06,0.3,0.3479
1990-09-06,0.3,0.3144
1990-10-06,0.43,0.4277
1990-11-06,0.46,0.4797
1990-12-06,0.42,0.4481
1991-01-06,0.42,0.4512
1991-02-06,0.51,0.4661
1991-03-06,0.36,0.3658
1991-04-06,0.53,0.5168
1991-05-06,0.39,0.4107
1991-06-06,0.54,0.4813
1991-07-06,0.51,0.4462
1991-08-06,0.42,0.38799999999999996
1991-09-06,0.5,0.3863
1991-10-06,0.32,0.3292
1991-11-06,0.31,0.3175
1991-12-06,0.33,0.3064
1992-01-06,0.45,0.4721
1992-02-06,0.42,0.4485
1992-03-06,0.47,0.4333
1992-04-06,0.24,0.2936
1992-05-06,0.32,0.3276
1992-06-06,0.24,0.2821
1992-07-06,0.13,0.1359
1992-08-06,0.1,0.1405
1992-09-06,0.01,0.0588
1992-10-06,0.11,0.1154
1992-11-06,0.04,0.0943
1992-12-06,0.22,0.2833
1993-01-06,0.37,0.384
1993-02-06,0.39,0.3967
1993-03-06,0.36,0.4208
1993-04-06,0.28,0.3155
1993-05-06,0.26,0.3438
1993-06-06,0.24,0.293
1993-07-06,0.28,0.2336
1993-08-06,0.13,0.2118
1993-09-06,0.11,0.1692
1993-10-06,0.24,0.2442
1993-11-06,0.07,0.092
1993-12-06,0.19,0.3188
1994-01-06,0.3,0.2902
1994-02-06,0.04,0.0791
1994-03-06,0.26,0.3568
1994-04-06,0.41,0.3568
1994-05-06,0.29,0.3819
1994-06-06,0.42,0.387
1994-07-06,0.32,0.3155
1994-08-06,0.23,0.3119
1994-09-06,0.32,0.33
1994-10-06,0.42,0.4273
1994-11-06,0.46,0.45299999999999996
1994-12-06,0.36,0.4009
1995-01-06,0.5,0.5487
1995-02-06,0.77,0.6895
1995-03-06,0.45,0.4637
1995-04-06,0.47,0.4097
1995-05-06,0.29,0.3537
1995-06-06,0.45,0.4657
1995-07-06,0.49,0.4295
1995-08-06,0.48,0.5056
1995-09-06,0.34,0.3865
1995-10-06,0.49,0.4376
1995-11-06,0.45,0.455
1995-12-06,0.3,0.3477
1996-01-06,0.27,0.2625
1996-02-06,0.5,0.4562
1996-03-06,0.34,0.3242
1996-04-06,0.38,0.2725
1996-05-06,0.3,0.3908
1996-06-06,0.27,0.3547
1996-07-06,0.37,0.3238
1996-08-06,0.49,0.3206
1996-09-06,0.27,0.2696
1996-10-06,0.2,0.2276
1996-11-06,0.42,0.2816
1996-12-06,0.41,0.3893
1997-01-06,0.33,0.3746
1997-02-06,0.37,0.4288
1997-03-06,0.52,0.4617
1997-04-06,0.38,0.4551
1997-05-06,0.39,0.4235
1997-06-06,0.55,0.5308
1997-07-06,0.35,0.5101
1997-08-06,0.43,0.5491
1997-09-06,0.56,0.625
1997-10-06,0.64,0.6487
1997-11-06,0.66,0.5865
1997-12-06,0.6,0.6302
1998-01-06,0.61,0.6042
1998-02-06,0.9,0.866
1998-03-06,0.63,0.6396
1998-04-06,0.64,0.7358
1998-05-06,0.71,0.6679
1998-06-06,0.78,0.6657
1998-07-06,0.71,0.7358
1998-08-06,0.68,0.6816
1998-09-06,0.45,0.5271
1998-10-06,0.47,0.4965
1998-11-06,0.5,0.4132
1998-12-06,0.56,0.5796
1999-01-06,0.48,0.5007
1999-02-06,0.66,0.6733
1999-03-06,0.34,0.3702
1999-04-06,0.34,0.45899999999999996
1999-05-06,0.33,0.4086
1999-06-06,0.37,0.4203
1999-07-06,0.41,0.4029
1999-08-06,0.34,0.3695
1999-09-06,0.43,0.3976
1999-10-06,0.43,0.3773
1999-11-06,0.42,0.3688
1999-12-06,0.46,0.5779
2000-01-06,0.26,0.3467
2000-02-06,0.58,0.5439
2000-03-06,0.6,0.5561
2000-04-06,0.59,0.6311
2000-05-06,0.4,0.4657
2000-06-06,0.44,0.4076
2000-07-06,0.42,0.3919
2000-08-06,0.43,0.4557
2000-09-06,0.42,0.4384
2000-10-06,0.3,0.3027
2000-11-06,0.34,0.2557
2000-12-06,0.3,0.3192
2001-01-06,0.44,0.47200000000000003
2001-02-06,0.46,0.3946
2001-03-06,0.58,0.6293
2001-04-06,0.52,0.5666
2001-05-06,0.59,0.5997
2001-06-06,0.55,0.5373
2001-07-06,0.61,0.5586
2001-08-06,0.49,0.6032
2001-09-06,0.56,0.505
2001-10-06,0.52,0.5006
2001-11-06,0.7,0.688
2001-12-06,0.55,0.5128
2002-01-06,0.75,0.6962
2002-02-06,0.76,0.7846
2002-03-06,0.91,0.7887
2002-04-06,0.58,0.5725
2002-05-06,0.65,0.5656
2002-06-06,0.54,0.589
2002-07-06,0.62,0.6229
2002-08-06,0.55,0.5359
2002-09-06,0.65,0.5661
2002-10-06,0.57,0.4773
2002-11-06,0.59,0.5918
2002-12-06,0.43,0.4366
2003-01-06,0.73,0.6907
2003-02-06,0.55,0.5626
2003-03-06,0.57,0.5702
2003-04-06,0.55,0.5601
2003-05-06,0.62,0.5954
2003-06-06,0.49,0.5381
2003-07-06,0.55,0.5408
2003-08-06,0.66,0.6202
2003-09-06,0.66,0.6412
2003-10-06,0.75,0.7271
2003-11-06,0.55,0.5784
2003-12-06,0.75,0.7361
2004-01-06,0.59,0.5979
2004-02-06,0.71,0.7232
2004-03-06,0.64,0.6964
2004-04-06,0.62,0.594
2004-05-06,0.42,0.4442
2004-06-06,0.43,0.4707
2004-07-06,0.26,0.4806
2004-08-06,0.45,0.5141
2004-09-06,0.53,0.5331
2004-10-06,0.66,0.6177
2004-11-06,0.72,0.7601
2004-12-06,0.52,0.5081
2005-01-06,0.72,0.6223
2005-02-06,0.58,0.5143
2005-03-06,0.69,0.6918
2005-04-06,0.69,0.7314
2005-05-06,0.65,0.6573
2005-06-06,0.67,0.6722
2005-07-06,0.66,0.6572
2005-08-06,0.63,0.6247
2005-09-06,0.78,0.6867
2005-10-06,0.8,0.693
2005-11-06,0.76,0.728
2005-12-06,0.68,0.6235
2006-01-06,0.57,0.4567
2006-02-06,0.7,0.6221
2006-03-06,0.63,0.5931
2006-04-06,0.5,0.5177
2006-05-06,0.47,0.5499
2006-06-06,0.64,0.6399
2006-07-06,0.54,0.6218
2006-08-06,0.72,0.6231
2006-09-06,0.64,0.6337
2006-10-06,0.69,0.6774
2006-11-06,0.72,0.6449
2006-12-06,0.77,0.7692
2007-01-06,0.96,0.8839
2007-02-06,0.7,0.6609
2007-03-06,0.7,0.6668
2007-04-06,0.76,0.7336
2007-05-06,0.67,0.609
2007-06-06,0.58,0.5374
2007-07-06,0.62,0.5286
2007-08-06,0.6,0.5509
2007-09-06,0.64,0.5775
2007-10-06,0.6,0.5670000000000001
2007-11-06,0.57,0.5172
2007-12-06,0.5,0.4872
2008-01-06,0.24,0.2746
2008-02-06,0.36,0.3774
2008-03-06,0.73,0.7625
2008-04-06,0.53,0.4827
2008-05-06,0.51,0.5011
2008-06-06,0.48,0.5314
2008-07-06,0.6,0.5796
2008-08-06,0.44,0.5594
2008-09-06,0.65,0.5318
2008-10-06,0.67,0.669
2008-11-06,0.66,0.6703
2008-12-06,0.54,0.5635
2009-01-06,0.62,0.5955
2009-02-06,0.53,0.5679
2009-03-06,0.53,0.5794
2009-04-06,0.61,0.6539
2009-05-06,0.65,0.5868
2009-06-06,0.65,0.6741
2009-07-06,0.72,0.6439
2009-08-06,0.66,0.6998
2009-09-06,0.7,0.7083
2009-10-06,0.64,0.6418
2009-11-06,0.77,0.6716
2009-12-06,0.65,0.6176
2010-01-06,0.73,0.6958
2010-02-06,0.78,0.708
2010-03-06,0.92,0.847
2010-04-06,0.87,0.8287
2010-05-06,0.75,0.7582
2010-06-06,0.64,0.7339
2010-07-06,0.62,0.7287
2010-08-06,0.65,0.6595
2010-09-06,0.61,0.5724
2010-10-06,0.71,0.6268
2010-11-06,0.79,0.7682
2010-12-06,0.49,0.4894
2011-01-06,0.51,0.4706
2011-02-06,0.53,0.4976
2011-03-06,0.64,0.5915
2011-04-06,0.65,0.6522
2011-05-06,0.53,0.5741
2011-06-06,0.59,0.6465
2011-07-06,0.73,0.6282
2011-08-06,0.73,0.616
2011-09-06,0.56,0.5998
2011-10-06,0.66,0.6349
2011-11-06,0.56,0.4857
2011-12-06,0.54,0.5485
2012-01-06,0.46,0.4228
2012-02-06,0.49,0.4235
2012-03-06,0.58,0.5218
2012-04-06,0.69,0.7335
2012-05-06,0.76,0.7221
2012-06-06,0.62,0.7039
2012-07-06,0.57,0.6884
2012-08-06,0.63,0.6694
2012-09-06,0.76,0.7266
2012-10-06,0.78,0.7022
2012-11-06,0.75,0.7087
2012-12-06,0.53,0.4655
2013-01-06,0.68,0.5873
2013-02-06,0.55,0.6357
2013-03-06,0.66,0.6139
2013-04-06,0.52,0.561
2013-05-06,0.61,0.7141
2013-06-06,0.65,0.6838
2013-07-06,0.59,0.6662
2013-08-06,0.66,0.6605
2013-09-06,0.78,0.6857
2013-10-06,0.69,0.6787
2013-11-06,0.81,0.8293
2013-12-06,0.67,0.6981
2014-01-06,0.73,0.6936
2014-02-06,0.51,0.48
2014-03-06,0.77,0.7695
2014-04-06,0.78,0.8006
2014-05-06,0.87,0.7938
2014-06-06,0.66,0.7623
2014-07-06,0.57,0.6988
2014-08-06,0.82,0.7986
2014-09-06,0.9,0.7872
2014-10-06,0.85,0.7851
2014-11-06,0.67,0.6895
2014-12-06,0.79,0.8308
2015-01-06,0.81,0.8141
2015-02-06,0.86,0.8843
2015-03-06,0.9,0.8969
2015-04-06,0.74,0.7741
2015-05-06,0.78,0.8584
2015-06-06,0.78,0.8835
2015-07-06,0.71,0.8072
2015-08-06,0.78,0.8746
2015-09-06,0.81,0.9259999999999999
